filename,LanguageIC,Entropy,LongestWord,SignatureNasty,SignatureSuperNasty
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Session.php,0.09607878177294593,5.603567155351435,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Template.php,0.15262268419410052,6.086340338602542,89,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Url.php,0.13676967687054178,5.778837428943744,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/Validate.php,0.12376910561672189,5.96628900952906,71,1,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/View.php,0.08268325208244795,5.720034384177498,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/Driver.php,0.10069999520849578,5.560071505508619,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/File.php,0.10482919352730734,5.660103246485834,71,1,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/Lite.php,0.0962036889567496,5.722352474779863,71,1,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/Memcache.php,0.09126410113380376,5.55649532065988,71,0,0
/Users/jiaheng/Desktop/基于机器学习的webshell检测/webshell/res/samples/nonwebshell/CatfishBlog_v2/catfish/library/think/cache/driver/Memcached.php,0.08704141484013539,5.66730023648695,71,0,0
